timestamp, name, pci.bus_id, driver_version, pstate, pcie.link.gen.max, pcie.link.gen.current, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2019/06/18 17:07:33.587, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:34.587, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:35.588, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:36.589, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 44 %, 15 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:37.589, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 49 %, 19 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:38.590, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:39.591, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:40.591, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:41.592, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 28 %, 9 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:42.593, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 37 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:43.594, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:44.594, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 40 %, 15 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:45.595, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 28 %, 9 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:46.595, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:47.596, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:48.597, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 20 %, 5 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:49.598, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 42 %, 17 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:50.598, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 42 %, 16 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:51.600, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 38 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:52.600, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 55 %, 21 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:53.601, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 54 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:54.602, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 38 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:55.602, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 30 %, 10 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:56.604, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 48 %, 17 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:57.605, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 44 %, 17 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:58.606, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 48 %, 19 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:59.607, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 36 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:00.607, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 21 %, 7 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:01.608, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:02.609, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 2 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:03.609, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 52 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:04.610, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 54 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:05.611, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 55 %, 21 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:06.611, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:07.612, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 57 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:08.613, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:09.613, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:10.614, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 49 %, 16 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:11.615, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 56 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:12.615, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 46 %, 18 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:13.616, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 51 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:14.617, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 29 %, 11 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:15.617, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 3 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:16.618, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:17.619, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:18.619, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:19.620, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 54 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:20.621, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 35 %, 13 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:21.621, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 44 %, 17 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:22.622, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:23.622, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 3 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:24.623, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 35 %, 13 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:25.624, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 43 %, 16 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:26.624, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:27.625, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:28.625, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 28 %, 11 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:29.626, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 20 %, 5 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:30.627, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 39 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:31.627, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 37 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:32.628, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 26 %, 8 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:33.629, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 53 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:34.629, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 45 %, 16 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:35.630, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 53 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:36.631, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:37.631, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:38.632, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 30 %, 10 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:39.632, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 41 %, 16 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:40.633, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 7 %, 2 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:41.634, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 42 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:42.635, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 44 %, 16 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:43.635, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 33 %, 11 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:44.636, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 51 %, 18 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:45.637, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:46.637, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 53 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:47.638, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 39 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:48.639, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 57 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:49.639, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 4 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:50.640, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 3 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:51.641, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 57 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:52.642, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 24 %, 9 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:53.642, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 39 %, 15 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:54.643, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:55.644, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 46 %, 18 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:56.644, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 48 %, 19 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:57.645, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:58.646, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 36 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:08:59.647, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 52 %, 19 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:00.647, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 30 %, 11 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:01.648, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 45 %, 17 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:02.648, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 18 %, 7 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:03.649, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:04.650, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 2 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:05.650, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:06.651, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 44 %, 16 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:07.652, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 40 %, 15 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:08.652, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:09.653, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 44 %, 15 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:10.654, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 45 %, 18 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:11.654, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 35 %, 13 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:12.655, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 51 %, 18 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:13.655, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 32 %, 13 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:14.656, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 20 %, 7 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:15.657, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:16.657, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 45 %, 18 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:17.658, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 51 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:18.659, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 47 %, 19 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:19.659, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:20.660, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 44 %, 18 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:21.661, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 36 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:22.661, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 36 %, 13 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:23.662, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 1 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:24.663, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 17 %, 6 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:25.664, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 44 %, 13 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:26.664, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:27.665, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 33 %, 12 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:28.666, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 37 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:29.666, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 22 %, 8 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:30.667, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 48 %, 19 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:31.668, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:32.669, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 57 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:33.669, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 3 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:34.670, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 51 %, 19 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:35.671, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:36.671, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 57 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:37.672, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 30 %, 12 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:38.672, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 57 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:39.674, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 44 %, 18 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:40.674, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:41.675, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 24 %, 8 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:42.675, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 47 %, 18 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:43.676, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 5 %, 1 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:44.678, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 57 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:45.678, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 45 %, 16 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:46.679, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 35 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:47.680, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:48.680, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:49.681, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:50.681, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 28 %, 9 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:51.682, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 17 %, 4 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:52.683, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 2 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:53.683, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:54.684, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 22 %, 8 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:55.685, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 8 %, 3 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:56.685, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 38 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:57.686, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 53 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:58.687, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 57 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:09:59.687, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 53 %, 19 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:00.688, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 2 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:01.689, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:02.689, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:03.690, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 57 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:04.691, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 48 %, 19 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:05.691, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 12 %, 3 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:06.695, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 3 %, 1 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:07.697, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:08.698, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 46 %, 18 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:09.698, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:10.699, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 37 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:11.700, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:12.700, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 41 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:13.701, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 42 %, 16 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:14.701, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 50 %, 19 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:15.702, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 8 %, 2 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:16.703, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 45 %, 16 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:17.704, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
