timestamp, name, pci.bus_id, driver_version, pstate, pcie.link.gen.max, pcie.link.gen.current, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2019/06/18 17:13:03.815, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 57, 1 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:04.815, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 57, 51 %, 19 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:05.816, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:06.817, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 57, 53 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:07.817, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 57, 12 %, 4 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:08.818, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 57, 57 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:09.819, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 57, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:10.819, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 57, 32 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:11.820, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 57 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:12.821, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 57, 48 %, 19 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:13.821, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 32 %, 13 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:14.822, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 24 %, 9 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:15.823, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 37 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:16.823, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 16 %, 6 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:17.824, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:18.824, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 48 %, 19 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:19.825, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 40 %, 15 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:20.826, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 6 %, 2 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:21.826, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:22.827, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:23.828, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 30 %, 11 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:24.829, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 2 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:25.829, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 57 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:26.830, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:27.831, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:28.832, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 38 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:29.833, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 38 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:30.833, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 30 %, 11 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:31.834, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 55 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:32.835, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 47 %, 17 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:33.835, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:34.836, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:35.837, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 57 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:36.837, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 48 %, 19 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:37.838, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:38.839, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 46 %, 16 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:39.839, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 23 %, 8 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:40.840, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 37 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:41.841, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 12 %, 3 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:42.842, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 57 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:43.842, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 43 %, 15 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:44.843, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 38 %, 12 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:45.844, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 51 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:46.845, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:47.845, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 28 %, 10 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:48.846, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 37 %, 12 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:49.847, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 34 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:50.847, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:51.848, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 23 %, 8 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:52.849, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:53.849, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 57 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:54.850, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 50 %, 19 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:55.851, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:56.852, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 17 %, 6 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:57.852, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 52 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:58.853, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 16 %, 6 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:59.854, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:00.854, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 26 %, 10 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:01.855, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 49 %, 19 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:02.855, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 1 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:03.856, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 3 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:04.857, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 39 %, 15 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:05.858, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:06.858, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 26 %, 9 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:07.859, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:08.859, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:09.860, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 24 %, 8 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:10.861, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 55 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:11.862, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:12.862, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 37 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:13.863, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 2 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:14.865, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 28 %, 10 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:15.866, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 40 %, 16 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:16.867, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 39 %, 15 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:17.867, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 43 %, 16 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:18.868, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 27 %, 9 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:19.869, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 39 %, 15 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:20.869, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 44 %, 17 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:21.870, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 41 %, 16 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:22.871, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 2 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:23.871, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 49 %, 17 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:24.872, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:25.873, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 54 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:26.873, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:27.874, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 14 %, 3 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:28.875, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:29.875, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 39 %, 15 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:30.876, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 40 %, 13 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:31.876, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 52 %, 19 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:32.877, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 30 %, 11 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:33.878, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 23 %, 8 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:34.878, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:35.879, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 27 %, 9 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:36.880, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:37.880, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 41 %, 15 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:38.881, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:39.882, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:40.882, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 56 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:41.883, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 57 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:42.884, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 32 %, 11 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:43.884, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 44 %, 17 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:44.885, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 24 %, 8 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:45.886, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 42 %, 15 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:46.886, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:47.887, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:48.888, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 32 %, 12 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:49.888, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 57 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:50.889, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 10 %, 3 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:51.890, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 47 %, 16 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:52.890, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 45 %, 17 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:53.891, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 7 %, 2 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:54.892, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 36 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:55.893, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 57 %, 21 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:56.893, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:57.894, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 35 %, 13 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:58.895, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 3 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:14:59.895, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 3 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:00.896, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 24 %, 8 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:01.897, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 38 %, 11 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:02.898, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:03.899, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 37 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:04.899, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 43 %, 16 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:05.900, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 26 %, 9 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:06.900, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 27 %, 8 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:07.901, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 57 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:08.902, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 56 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:09.902, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 57 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:10.903, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 48 %, 19 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:11.904, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 53 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:12.904, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 32 %, 12 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:13.905, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 39 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:14.906, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:15.906, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 51 %, 19 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:16.907, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 48 %, 19 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:17.908, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 21 %, 7 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:18.909, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 11 %, 3 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:19.909, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 16 %, 6 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:20.910, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:21.910, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 49 %, 17 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:22.911, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:23.912, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 40 %, 12 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:24.913, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 36 %, 13 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:25.913, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 35 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:26.914, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 48 %, 15 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:27.915, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:28.915, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 37 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:29.916, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 26 %, 10 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:30.916, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 53 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:31.917, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:32.918, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:33.918, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 42 %, 17 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:34.919, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:35.920, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 42 %, 15 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:36.921, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 57 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:37.922, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 55 %, 21 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:38.922, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:39.923, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 41 %, 15 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:40.924, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 32 %, 11 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:41.924, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 19 %, 7 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:42.925, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 10 %, 3 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:43.926, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 38 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:44.927, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 42 %, 16 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:45.927, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 42 %, 17 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:46.928, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 51 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:47.930, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 53 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
